growth_driver_l1,growth_driver_l2,growth_driver_l3,growth_driver_l4,growth_driver_l5,metric,Starting week,investment (in pound),execution
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-06-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-06-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-07-04,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-07-11,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-07-18,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-07-25,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-08-01,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-08-08,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-08-15,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-08-22,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-08-29,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-09-05,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-09-12,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-09-19,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-09-26,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-10-03,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-10-10,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-10-17,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-10-24,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-10-31,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-11-07,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-11-14,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-11-21,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-11-28,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-12-05,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-12-12,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-12-19,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2022-12-26,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-01-02,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-01-09,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-01-16,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-01-23,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-01-30,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-02-06,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-02-13,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-02-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-02-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-03-06,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-03-13,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-03-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-03-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-04-03,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-04-10,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-04-17,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-04-24,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-05-01,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-05-08,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-05-15,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-05-22,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-05-29,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-06-05,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-06-12,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-06-19,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-06-26,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-07-03,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-07-10,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-07-17,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-07-24,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-07-31,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-08-07,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-08-14,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-08-21,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-08-28,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-09-04,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-09-11,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-09-18,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-09-25,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-10-02,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-10-09,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-10-16,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-10-23,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-10-30,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-11-06,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-11-13,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-11-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-11-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-12-04,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-12-11,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-12-18,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,google_video,impressions,2023-12-25,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-01-03,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-01-10,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-01-17,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-01-24,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-01-31,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-02-07,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-02-14,4633.1739909,1133346.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-02-21,18382.055952000002,4097431.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-02-28,14084.126589000001,2921339.2
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-03-07,13020.996404,2621682.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-03-14,21790.204098,4126384.6
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-03-21,26583.8514292,4046916.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-03-28,23221.42355,3653523.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-04-04,24110.390837000003,4697144.4
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-04-11,14848.678741,2861220.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-04-18,8.3774169843,1816.1000000000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-04-25,2753.6905903,324803.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-05-02,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-05-09,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-05-16,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-05-23,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-05-30,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-06-06,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-06-13,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-06-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-06-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-07-04,3796.6383169,436828.60000000003
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-07-11,22912.253078,2531545.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-07-18,51377.618149,5637630.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-07-25,47974.18100800001,5041249.2
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-08-01,42426.181574400005,6335345.7141
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-08-08,33756.355282000004,5205417.2846
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-08-15,33390.904846000005,5587710.1436
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-08-22,32966.419564,5684133.556400001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-08-29,15886.466143599999,2807221.3000000003
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-09-05,2984.8464282000004,522101.35718
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-09-12,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-09-19,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-09-26,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-10-03,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-10-10,24391.487718,3460190.8718
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-10-17,41930.721859000005,5785001.8577
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-10-24,43257.234423,6112628.9718
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-10-31,38849.959577,5831218.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-11-07,24994.392428200004,3818653.0571800005
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-11-14,22772.6794282,3441489.6282
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-11-21,21676.019856400002,3006966.3000000003
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-11-28,25187.054284600003,3834607.4
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-12-05,11207.4504282,1686420.91436
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-12-12,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-12-19,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2022-12-26,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-01-02,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-01-09,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-01-16,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-01-23,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-01-30,41124.200000000004,6777404.4
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-02-06,44272.8,6407884.600000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-02-13,41993.9,6016847.2
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-02-20,28070.9,4363108.100000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-02-27,17464.2,3231768.8000000003
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-03-06,39522.6,6988302.100000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-03-13,35184.5,4612593.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-03-20,42322.8,4688433.100000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-03-27,38728.3,4401020.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-04-03,37423.1,4787295.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-04-10,30180.8,3973713.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-04-17,2386.8,297086.4
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-04-24,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-05-01,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-05-08,17498.0,3138330.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-05-15,40471.6,6635301.4
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-05-22,26955.5,4798566.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-05-29,2548.0,595190.7000000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-06-05,23563.8,3631041.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-06-12,37744.200000000004,5875834.9
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-06-19,19914.7,3718865.8000000003
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-06-26,3.9000000000000004,774.8000000000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-07-03,4258.8,1276273.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-07-10,21193.9,5202775.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-07-17,26097.5,5422344.2
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-07-24,33264.4,5907393.7
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-07-31,31696.600000000002,5972401.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-08-07,5353.400000000001,1047789.6000000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-08-14,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-08-21,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-08-28,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-09-04,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-09-11,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-09-18,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-09-25,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-10-02,14222.0,2469918.1
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-10-09,18812.3,2949836.5
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-10-16,18644.600000000002,2999518.6
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-10-23,22649.9,4554838.600000001
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-10-30,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-11-06,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-11-13,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-11-20,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-11-27,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-12-04,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-12-11,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-12-18,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,online_video_content_platforms,youtube,impressions,2023-12-25,0.0,0.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-01-03,374.88467406000007,4067.7000000000003
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-01-10,333.48856632,3716.7000000000003
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-01-17,371.12945064,4264.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-01-24,360.27026932,4633.2
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-01-31,237.65245825099998,2134.6
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-02-07,190.53934028999998,1472.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-02-14,330.76771975,1618.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-02-21,373.09291591,2389.4
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-02-28,405.4986807040001,3247.4
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-03-07,1273.72235653,18077.8
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-03-14,4165.74389101,42395.6
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-03-21,3464.8199270100004,32119.100000000002
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-03-28,2102.00292016,20231.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-04-04,1906.6571638660002,19043.7
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-04-11,2343.531439925,23184.2
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-04-18,2431.9793611100004,23827.7
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-04-25,2375.290761922,24629.8
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-05-02,70.307686514,1573.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-05-09,83.33314878200001,1812.2
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-05-16,68.7466322985,1829.1000000000001
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-05-23,47.430798337000006,1505.4
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-05-30,54.495595414,1465.1000000000001
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-06-06,101.677707872,1896.7
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-06-13,83.6201847,1862.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-06-20,79.350251903,1781.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-06-27,109.860611991,1878.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-07-04,94.025736532,1826.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-07-11,103.581708854,1771.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-07-18,194.89857153,2575.3
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-07-25,257.68424331,3263.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-08-01,1806.948,19909.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-08-08,1342.7179999999998,13107.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-08-15,1291.2250000000001,14041.300000000001
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-08-22,1356.082,12831.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-08-29,1464.918,15704.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-09-05,1512.0950000000003,16489.2
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-09-12,1590.1080000000002,17345.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-09-19,1572.1940000000002,18051.8
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-09-26,1513.239,15692.300000000001
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-10-03,1027.0,9132.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-10-10,1163.669,11436.1
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-10-17,1302.73,13244.4
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-10-24,1132.2740000000001,9324.9
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-10-31,1392.04,8239.4
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-11-07,1614.0539999999999,9790.300000000001
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-11-14,1386.3460000000002,8591.7
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-11-21,1656.031,8988.2
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-11-28,1544.9720000000002,7469.8
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-12-05,1366.781,6545.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-12-12,1340.287,7117.5
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-12-19,1282.151,6656.0
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2022-12-26,1238.276,6134.7
ap_consumer_facing,consumer_engagement,paid_media,paid_search_awarenessconsideration,google,impressions,2023-01-02,1347.6320000000003,7254.0
